",","7000185"
".","6202435"
"kuningas","14606"
"ha","14575"
"kuitenkaan","14570"
"ryhtyä","14545"
"opetus","14496"
"istua","14455"
"laillinen","14455"
"täysi","14390"
"f.","14381"
"olo","14379"
"R.","14374"
"eittää","14364"
"kokoontua","14360"
"ma","14327"
"koti","14318"
"no","14276"
"rauha","14229"
"rakkaus","14220"
"laina","14207"
"tosin","14186"
"muutos","14183"
"mahdollinen","14180"
"rakennus","14161"
"iva","14112"
"tytär","14073"
"alle","14052"
"asua","14045"
"tahto","14029"
"pelto","14022"
"lama","14009"
"haluta","14001"
"helppo","13999"
"luoda","13952"
"seikka","13832"
"seisoa","13809"
"tuottaa","13803"
"sääntö","13791"
"sä","13790"
"painaa","13739"
"armollinen","13733"
"marten","13732"
"lisätä","13721"
"luokka","13678"
"hakea","13676"
"leski","13628"
"edessä","13625"
"ii","13565"
"pesä","13562"
"uida","13553"
"ymmärtää","13551"
"saapi","13500"
"osasto","13499"
"mesi","13477"
"kihlakunta","13476"
"samalla","13470"
"70","13448"
"erityinen","13347"
"J","13339"
"vastata","13320"
"sattua","13294"
"tuhat","13269"
"takaisin","13265"
"l:lo","13246"
"asiamies","13219"
"milloin","13187"
"isäntä","13176"
"y","13171"
"vastaan","13162"
"köyhä","13141"
"posti","13103"
"kvin","13067"
"T","13052"
"von","13026"
"komitea","13007"
"aiwan","12958"
"muutoin","12902"
"11.","12875"
"joko","12873"
"josei","12864"
"tutkia","12833"
"wuonna","12810"
"hoitaa","12796"
"muistaa","12780"
"muoto","12780"
"paras","12771"
"kaikenlainen","12760"
"kappa","12759"
"esittää","12757"
"hyöty","12720"
"selittää","12713"
"1868","12679"
"sieltä","12652"
"ohessa","12563"
"tunti","12558"
"5.","12516"
"käsky","12499"
"ruumis","12471"
"oi","12439"
"historia","12430"
"Matti","12403"
"silla","12401"
"halullinen","12397"
"Waan","12372"
"B.","12359"
"luonto","12352"
"säätää","12331"
"tarkka","12331"
"selitys","12265"
"edellä","12243"
"nen","12241"
"om","12218"
"lähellä","12193"
"puute","12189"
"eläin","12188"
"tosi","12187"
"huoli","12136"
"tämmöinen","12095"
"kieltää","12083"
"ruotsi","12066"
"järjestys","12056"
"kruunu","12028"
"lun","12013"
"tänään","12000"
"seutu","11997"
"ohra","11983"
"keino","11965"
"kappalainen","11964"
"jatkaa","11962"
"kunnia","11952"
"nä","11943"
"eilen","11923"
"U","11923"
"synti","11910"
"asunto","11899"
"suhde","11898"
"enempi","11884"
"laatu","11870"
"palaa","11859"
"erinomainen","11851"
"mi","11837"
"ajatus","11831"
"saakka","11814"
"valita","11777"
"tuomari","11770"
"Karl","11765"
"selä","11763"
"kuka","11762"
"D.","11753"
"esimies","11749"
"aiman","11729"
"määräys","11726"
"nauttia","11674"
"kestää","11657"
"omistaa","11647"
"kallis","11645"
"toimikunta","11642"
"Wiipurin","11621"
"esim.","11572"
"ennenkuin","11549"
"kuulutus","11543"
"enin","11509"
"tuore","11507"
"katsella","11503"
"olewan","11496"
"onni","11476"
"heittää","11464"
"suo","11439"
"kirjallisuus","11407"
"35","11389"
"linna","11385"
"8.","11335"
"lahja","11315"
"muistuttaa","11313"
"maali","11291"
"L","11286"
"täydellinen","11265"
"g","11261"
"siksi","11259"
"maha","11249"
"virka","11227"
"b","11187"
"hoito","11165"
"Tukholma","11158"
"man","11141"
"päiwä","11097"
"saaminen","11037"
"sisään","10993"
"Venäjä","10992"
"un","10962"
"johtaja","10934"
"suostua","10915"
"sata","10880"
"juna","10867"
"min","10864"
"opettaa","10851"
"uni","10838"
"pyyntö","10836"
"usko","10828"
"alainen","10827"
"näet","10814"
"rumeta","10799"
"tietysti","10795"
"%","10782"
"kuusi","10776"
"lehmä","10722"
"uhalla","10720"
"maistraatti","10671"
"taito","10670"
"ainakin","10669"
"G","10647"
"yliopisto","10621"
"huutaa","10614"
"maaseutu","10592"
"maisteri","10591"
"puhdas","10586"
"naula","10576"
"lyödä","10531"
"ruoka","10502"
"ett","10499"
"suoda","10496"
"]","10438"
"lääkäri","10427"
"wälillä","10425"
"koota","10396"
"perhe","10385"
"sentähden","10375"
"lello","10373"
"piiri","10355"
"nostaa","10336"
"keskustelu","10320"
"saari","10308"
"taa","10308"
"huomio","10297"
"liian","10259"
"ruveta","10252"
"kaura","10245"
"anomus","10237"
"paikkakunta","10227"
"sijaan","10224"
"hywä","10176"
"kanna","10176"
"lahti","10168"
"tuskin","10164"
"tauti","10156"
"liha","10149"
"laittaa","10148"
"rakastaa","10119"
"syksy","10115"
"majesteetti","10052"
"kuollut","10031"
"samt","10030"
"tuomita","10014"
"to","10011"
"itä","10002"
"muka","9999"
"mali","9977"
"meno","9977"
"liike","9977"
"naida","9974"
"yhteys","9971"
"hetki","9967"
"sielu","9958"
"irtain","9924"
"4.","9900"
"todella","9894"
"siemen","9885"
"kadota","9880"
"palata","9845"
"päällikkö","9829"
"joten","9815"
"vaatia","9813"
"allekirjoittanut","9804"
"laji","9794"
"edes","9790"
"eteen","9752"
"Wenäjän","9750"
"täältä","9736"
"d","9721"
"sangen","9716"
"laitti","9715"
"järjestää","9704"
"Lontoo","9683"
"lumi","9668"
"Anna","9642"
"ylös","9632"
"Mikkeli","9630"
"elo","9611"
"20.","9609"
"tällainen","9605"
"korko","9597"
"si","9579"
"juoda","9576"
"ten","9570"
"lisäksi","9554"
"pai","9550"
"ft","9542"
"kapteeni","9539"
"juhla","9532"
"+","9512"
"täkäläinen","9503"
"kolo","9497"
"manttaali","9495"
"muonna","9492"
"kustannus","9489"
"taata","9478"
"keskustella","9459"
"tunnettu","9408"
"asukas","9375"
"110","9371"
"molemmat","9368"
"jumala","9347"
"kärsiä","9347"
"tarkoittaa","9321"
"{","9308"
"tuki","9303"
"kymmenen","9303"
"sairas","9275"
"50.","9274"
"toimittaja","9274"
"lohi","9259"
"Wiime","9256"
"koskaan","9252"
"paremmin","9204"
"anoa","9183"
"suinkaan","9172"
"tun","9169"
"kääntyä","9154"
"Saksa","9120"
"wähän","9119"
"6.","9108"
"postikonttori","9103"
"kumminkin","9089"
"Kaarle","9085"
"syödä","9082"
"ai","9081"
"tuuli","9072"
"mara","9071"
"oiva","9061"
"herättää","9027"
"tilaus","9012"
"saarna","9008"
"Ii","8992"
"voima","8974"
"vara","8970"
"pöytä","8943"
"tl","8934"
"suomentaa","8933"
"erinäinen","8923"
"tt","8919"
"toi","8907"
"E","8906"
"terra","8882"
"tuli","8879"
"puhuja","8853"
"|","8823"
"Antti","8818"
"är","8801"
"ka","8799"
"mäki","8768"
"sallia","8767"
"K:lo","8757"
"det","8744"
"200","8739"
"kantaa","8738"
"Hra","8735"
"na","8726"
"loppua","8718"
"Ranska","8683"
"välillä","8676"
"PP","8675"
"tuntematon","8655"
"tarkastaa","8651"
"juosta","8651"
"pohja","8647"
"poistaa","8640"
"muassa","8626"
"valmistaa","8619"
"muuttua","8608"
"1870","8597"
"rakas","8590"
"hakija","8585"
"ni","8584"
"matkustaa","8558"
"käskeä","8552"
"huomauttaa","8549"
"totuus","8529"
"joulu","8528"
"koto","8524"
"jälsi","8517"
"Waasan","8505"
"ihan","8493"
"ansaita","8477"
"matkustaja","8474"
"kylmä","8466"
"Juho","8459"
"etsiä","8431"
"harjoittaa","8413"
"makuuttaa","8395"
"1869","8390"
"hanen","8384"
"noudattaa","8382"
"muisto","8379"
"paino","8377"
"käsittää","8367"
"ehdottaa","8363"
"hengellinen","8361"
"toto","8319"
"rata","8319"
"mielipide","8318"
"edistyä","8307"
"teko","8302"
"lausunto","8297"
"1867","8294"
"perillinen","8263"
"halpa","8244"
"päiwän","8235"
"o.","8223"
"tuuma","8211"
"niminen","8210"
"sija","8208"
"awoinna","8204"
"nykyään","8197"
"seuraus","8191"
"maata","8184"
"7.","8183"
"hieno","8161"
"testamentti","8160"
"kiitos","8152"
"huokea","8150"
"tunnustaa","8130"
"vähä","8129"
"vasta","8129"
"sig","8124"
"lainen","8122"
"sulkea","8112"
"saksalainen","8107"
"erä","8102"
"myöten","8087"
"maito","8086"
"wuotta","8064"
"le","8046"
"tawalla","8042"
"multa","8041"
"nämät","8032"
"karja","8028"
"tähti","8015"
"puuttua","8014"
"kansi","7992"
"mainio","7992"
"parantaa","7991"
"Vaasa","7991"
"1873","7989"
"tuma","7974"
"sanottu","7956"
"1872","7945"
"professori","7935"
